"","coname","locnum","staddr","stcity","state","zip","year","source","latitude","longitude","store_type","naics_6"
"3693","Teresa Market Inc","711831398","571 Washington St","Brighton","MA","02135",2021,"Data Axle","042.350270",-71.164853,"Supermarket or Other Grocery","445110"
"3694","Hilldale Convenience Inc","711831621","66 Hilldale Ave","Haverhill","MA","01832",2021,"Data Axle","042.780218",-71.09119,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3695","W G D Convenience Inc","711831723","507 Main St","Worcester","MA","01608",2021,"Data Axle","042.261940",-71.802569,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3696","Coletti's Market","711837864","470 N Main St","Raynham","MA","02767",2021,"Data Axle","041.935424",-71.051666,"Supermarket or Other Grocery","445110"
"3697","CVS/PHARMACY","711840165","675 County St","Taunton","MA","02780",2021,"Data Axle","041.883453",-71.067024,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"3698","Olive Connection","711871456","1426 Beacon St","Brookline","MA","02446",2021,"Data Axle","042.341186",-71.12625,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3699","Dollar General","711876150","44 N Main St","Carver","MA","02330",2021,"Data Axle","041.908489",-70.796851,"Dollar Store","452319"
"3700","Cape Ann Fresh Food","711893631","1 Blackburn Ctr Ste 1","Gloucester","MA","01930",2021,"Data Axle","042.624912",-70.653999,"Supermarket or Other Grocery","445110"
"3701","Foot-Step Market","711936910","534 Tyler St","Pittsfield","MA","01201",2021,"Data Axle","042.456854",-73.239443,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3702","Richdale Convenience Store","711936919","121 Eastern Ave","Lynn","MA","01902",2021,"Data Axle","042.471581",-70.924975,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3703","Edwin Hammond","711937882","534 Tyler St","Pittsfield","MA","01201",2021,"Data Axle","042.456854",-73.239443,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3704","Grant Stanton Produce Co Inc","711938259","123 New England Produce Ctr","Chelsea","MA","02150",2021,"Data Axle","042.396368",-71.051211,"Fruit and Vegetable Markets","445230"
"3705","Vicente's Tropical Market","711977659","160 Pleasant St","Brockton","MA","02301",2021,"Data Axle","042.085249",-71.024346,"Supermarket or Other Grocery","445110"
"3706","Walgreens","711990747","505 Paradise Rd","Swampscott","MA","01907",2021,"Data Axle","042.483935",-70.899628,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"3707","Roja's Food Market","711994203","269 Park St","Lawrence","MA","01841",2021,"Data Axle","042.716121",-71.172584,"Supermarket or Other Grocery","445110"
"3708","Eastham Superette","712047024","Route 6","Eastham","MA","02642",2021,"Data Axle","041.839500",-69.9867,"Supermarket or Other Grocery","445110"
"3709","Volante Farm","712047800","292 Forest St","Needham","MA","02492",2021,"Data Axle","042.293919",-71.250136,"Fruit and Vegetable Markets","445230"
"3710","Salt Marsh Foods","712083065","149 Potter St","New Bedford","MA","02740",2021,"Data Axle","041.635300",-70.9368,"Supermarket or Other Grocery","445110"
"3711","Dollar Tree","712625332","121 Sutton Ave","Oxford","MA","01540",2021,"Data Axle","042.114945",-71.848297,"Dollar Store","452319"
"3712","S & S Petromart Inc","712972085","396 Waltham St","Lexington","MA","02421",2021,"Data Axle","042.435614",-71.234222,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3713","Reds Best","712972374","136 Blackstone St","Boston","MA","02109",2021,"Data Axle","042.362217",-71.057562,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3714","Fruits of Blessings","712972383","1290 Blue Hill Ave","Mattapan","MA","02126",2021,"Data Axle","042.279522",-71.092621,"Fruit and Vegetable Markets","445230"
"3715","Rocky Neck Lobster Co II Inc","712972438","32 Laurel St","Gloucester","MA","01930",2021,"Data Axle","042.609076",-70.711735,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3716","Portillo Food Surprise Inc","712972486","126 Congress Ave","Chelsea","MA","02150",2021,"Data Axle","042.388839",-71.03411,"Supermarket or Other Grocery","445110"
"3717","Jevojuice Inc","712973019","230 Congress St","Boston","MA","02110",2021,"Data Axle","042.354627",-71.054232,"Fruit and Vegetable Markets","445230"
"3718","Rocky Neck Lobster Co I Inc","712973132","12 Wiley St","Gloucester","MA","01930",2021,"Data Axle","042.603717",-70.658261,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3719","Our Wicked Fish Inc","712973167","5A Graves St","South Deerfield","MA","01373",2021,"Data Axle","042.477623",-72.606679,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3720","Boston Gourmet Foods Inc","712973218","6 Watson Pkwy","Danvers","MA","01923",2021,"Data Axle","042.567802",-70.981905,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3721","Omega Foods","713411240","145 Dartmouth St","Boston","MA","02116",2021,"Data Axle","042.347411",-71.0749,"Supermarket or Other Grocery","445110"
"3722","CVS Caremark","713413027","500 Kings Hwy","New Bedford","MA","02745",2021,"Data Axle","041.675041",-70.941566,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"3723","National Fish & Seafood Inc","713417096","128 Rogers St","Gloucester","MA","01930",2021,"Data Axle","042.614881",-70.657896,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3724","Alliance Energy LLC","713417757","265 S Main St","Middleton","MA","01949",2021,"Data Axle","042.574778",-70.995026,"Supermarket or Other Grocery","445110"
"3725","Johnny's","713421955","175 Wyman St","Waltham","MA","02451",2021,"Data Axle","042.402561",-71.255366,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3726","Pavilion Global Markets","713429105","50 Federal St","Boston","MA","02110",2021,"Data Axle","042.355898",-71.056297,"Supermarket or Other Grocery","445110"
"3727","Ocean State Job Lot","713436420","77 Carleton St","Attleboro","MA","02703",2021,"Data Axle","041.909795",-71.358365,"Convenience Stores, Pharmacies, and Drug Stores","452319"
"3728","Jafco Foods","713440413","820 Turnpike St","North Andover","MA","01845",2021,"Data Axle","042.660740",-71.10714,"Supermarket or Other Grocery","445110"
"3729","Dad Does","713446199","351 Pleasant St # 240-B","Northampton","MA","01060",2021,"Data Axle","042.315610",-72.625923,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3730","Tastefully Simple Inc","713447071","8 Ferry St","South Grafton","MA","01560",2021,"Data Axle","042.177490",-71.69494,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3731","Express Mart","713448295","96 Ryan Rd","Stoughton","MA","02072",2021,"Data Axle","042.108944",-71.089824,"Supermarket or Other Grocery","445110"
"3732","Rapid Refill","713460066","302 Palmer Ave","Falmouth","MA","02540",2021,"Data Axle","041.560932",-70.619334,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3733","Greasecar Vegetable Fue","713461938","150 Pleasant St","Easthampton","MA","01027",2021,"Data Axle","042.274283",-72.660257,"Fruit and Vegetable Markets","445230"
"3734","Store 24","713465206","28 Washington St","Gloucester","MA","01930",2021,"Data Axle","042.612809",-70.66795,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3735","CMC Marketing","713476494","194 Maple St","Sherborn","MA","01770",2021,"Data Axle","042.236902",-71.405196,"Supermarket or Other Grocery","445110"
"3736","Little House of Thyme","713478887","65 E Colrain Rd","Colrain","MA","01340",2021,"Data Axle","042.666675",-72.65309,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3737","Cool Tropics","713482464","213 Burlington Rd Ste 109","Bedford","MA","01730",2021,"Data Axle","042.501315",-71.235544,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3738","Price Chopper","713483195","564 SW Cutoff","Worcester","MA","01607",2021,"Data Axle","042.213193",-71.798269,"Supermarket or Other Grocery","445110"
"3739","Intrinsic Group","713488717","127 Allerton Rd","Newton Highlands","MA","02461",2021,"Data Axle","042.324405",-71.201601,"Supermarket or Other Grocery","445110"
"3740","Shaw's Supermarket","713536225","34 Essex St","Melrose","MA","02176",2021,"Data Axle","042.456219",-71.066166,"Supermarket or Other Grocery","445110"
"3741","Eg America LLC","714232249","165 Flanders Rd","Westborough","MA","01581",2021,"Data Axle","042.272001",-71.561115,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3742","Cumberland Farms","714455081","41 Milford St","Medway","MA","02053",2021,"Data Axle","042.144273",-71.442042,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3743","Hager's Farm Market","714644515","1232 Mohawk Trl","Shelburne Falls","MA","01370",2021,"Data Axle","042.612500",-72.668512,"Fruit and Vegetable Markets","445230"
"3744","7-ELEVEN","714763596","324 Court St","Plymouth","MA","02360",2021,"Data Axle","041.974073",-70.685219,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3745","Dollar Tree","714793874","713 State Rd","Plymouth","MA","02360",2021,"Data Axle","041.915482",-70.556801,"Dollar Store","452319"
"3746","CVS/PHARMACY","714806916","285 Columbus Ave","Boston","MA","02116",2021,"Data Axle","042.347213",-71.074028,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"3747","Van Mini Market","714807070","109 Franklin St","Allston","MA","02134",2021,"Data Axle","042.359836",-71.132801,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3748","Dollar Tree","715003877","20 Roche Brothers Way # 10-11","North Easton","MA","02356",2021,"Data Axle","042.087702",-71.096158,"Dollar Store","452319"
"3749","Oak Bluffs Fish Market","715046901","6 E Circuit Ave","Oak Bluffs","MA","02557",2021,"Data Axle","041.440000",-70.5632,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3750","Ayer Shop N Save","715067703","22 Fitchburg Rd","Ayer","MA","01432",2021,"Data Axle","042.570153",-71.596197,"Supermarket or Other Grocery","445110"
"3751","Speedy Mart","715142867","783 Grafton St","Worcester","MA","01604",2021,"Data Axle","042.250634",-71.764472,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3752","Harber Seafood","715142892","11 School St","Rockport","MA","01966",2021,"Data Axle","042.657807",-70.618214,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3753","Dollar Tree","715142934","1230 Vfw Pkwy","West Roxbury","MA","02132",2021,"Data Axle","042.278410",-71.171086,"Dollar Store","452319"
"3754","Dollar Tree","715159370","540 W Boylston St Ste A","Worcester","MA","01606",2021,"Data Axle","042.310232",-71.797569,"Dollar Store","452319"
"3755","Dollar Tree","715182951","193 Boston Post Rd W","Marlborough","MA","01752",2021,"Data Axle","042.340749",-71.589775,"Dollar Store","452319"
"3756","Village Market","715364773","505 Nantasket Ave","Hull","MA","02045",2021,"Data Axle","042.282129",-70.873487,"Supermarket or Other Grocery","445110"
"3757","Dollar General","715422400","893 Church St","New Bedford","MA","02745",2021,"Data Axle","041.692800",-70.9359,"Dollar Store","452319"
"3758","Los Muchachos Mini Market","715432664","319 S Broadway","Lawrence","MA","01843",2021,"Data Axle","042.690048",-71.159596,"Supermarket or Other Grocery","445110"
"3759","Pride Stores","715438191","375 King St","Northampton","MA","01060",2021,"Data Axle","042.337380",-72.636674,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3760","Speedway","715438192","614 Pleasant St","Fall River","MA","02721",2021,"Data Axle","041.698185",-71.144878,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3761","Speedway","715438200","874 Dorchester Ave","Boston","MA","02125",2021,"Data Axle","042.321178",-71.056542,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3762","Speedway","715438202","207 Highland Ave","Needham","MA","02494",2021,"Data Axle","042.304625",-71.220656,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3763","Gas N Go","715438208","150 Winthrop Ave","Lawrence","MA","01843",2021,"Data Axle","042.688448",-71.14624,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3764","Speedway","715438210","2370 Commonwealth Ave","Auburndale","MA","02466",2021,"Data Axle","042.344567",-71.258015,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3765","Speedway","715438219","709 Mcgrath Hwy","Somerville","MA","02145",2021,"Data Axle","042.390532",-71.086827,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3766","Quick Mart","715438247","55 James Reynolds Rd","Swansea","MA","02777",2021,"Data Axle","041.771199",-71.263787,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3767","Alipio's Market","715452390","353 Chelsea St","East Boston","MA","02128",2021,"Data Axle","042.378253",-71.028706,"Supermarket or Other Grocery","445110"
"3768","1-A Carniceria Y Legumbreria","715452415","9 Meridian St","East Boston","MA","02128",2021,"Data Axle","042.370491",-71.038746,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"3769","Family Dollar Store","715499700","548 Main St","Brockton","MA","02301",2021,"Data Axle","042.074282",-71.018769,"Dollar Store","452319"
"3770","Ackee Tree Caribbean Amer Grcr","715551839","25 Beach Rd","West Tisbury","MA","02575",2021,"Data Axle","041.395500",-70.6413,"Supermarket or Other Grocery","445110"
"3771","Juice On Main Ltd","715583941","479 Main St","Medfield","MA","02052",2021,"Data Axle","042.186687",-71.305977,"Fruit and Vegetable Markets","445230"
"3772","Brothers Meat Market Inc","715645201","113 Irving St","Framingham","MA","01702",2021,"Data Axle","042.275006",-71.415642,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"3773","Yasmin Minimarket Inc","715645264","307 Broadway","Lawrence","MA","01841",2021,"Data Axle","042.709962",-71.172179,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3774","Wessam Variety","715690198","1851 Acushnet Ave","New Bedford","MA","02746",2021,"Data Axle","041.671610",-70.925889,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3775","New Bedford Crab Co Inc","715699844","82 Michael St","Fall River","MA","02721",2021,"Data Axle","041.690169",-71.145749,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3776","S & F Mini Mart Inc","715700088","27 Southwick Rd","Westfield","MA","01085",2021,"Data Axle","042.109932",-72.765076,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3777","S K Convenience Stores","715735259","4 Broadway","Somerville","MA","02145",2021,"Data Axle","042.391300",-71.0921,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3778","Garcia Deli Minimart","715739428","142 Dickinson St","Springfield","MA","01108",2021,"Data Axle","042.090306",-72.566111,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3779","La Economica Meat Market","715742765","164 Park St","Chelsea","MA","02150",2021,"Data Axle","042.390372",-71.035975,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"3780","Pride Stores","715800799","1211 E Columbus Ave","Springfield","MA","01105",2021,"Data Axle","042.097062",-72.586294,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3781","Dollar Tree","715830086","169 Newhall St","Lowell","MA","01852",2021,"Data Axle","042.630787",-71.307953,"Dollar Store","452319"
